"numsessions" "numdays" "numpurchases" "totpurchases" "totplaytime" "totscore" "numlives" "numelements" "difflevel" "skill1" "skill2" "country" "opsys" "acquis" "trendsession" "trendpurchase" "y"
"39" 7 7 3 6.06469294972095 282.339566659013 106.934581605895 36 25 3 0.58892547591769 0.474787962645476 "6" 0 0 2.23980591883402 2.63700870213424 35.6212576335637
"40" 12 7 3 17.9780351980834 450.920375027585 108.738975741124 41 23 1 0.605610856744189 0.545954804261515 "6" 0 0 4.82744946072963 1.41688033557028 26.4608241217389
"41" 5 6 3 7.79139535805758 304.299049476495 105.137286692389 38 23 2 0.543846925348772 0.606975037566345 "1" 0 0 2.68050821333469 1.44654176119246 32.464563171128
"42" 6 6 5 13.6692170000582 198.382421284035 102.657935951012 22 25 3 0.642135523834044 0.759395641267478 "3" 0 0 2.07141599192714 2.56559067284424 46.986449019722
"43" 2 4 1 6.81254539713005 9.67876892369307 91.1562208525382 22 12 1 0.283955294964367 0.401159417133502 "5" 0 1 -1.94857377487497 -0.473553444233979 19.0835692729337
"44" 5 7 2 2 247.745135175042 96.8283729749007 34 18 1 0.410283208185634 0.686304485889573 "4" 1 0 1.92801850246881 -0.56638504909928 22.5635398182676
"45" 8 5 2 3.29254881422157 329.779793715764 103.492954434064 40 20 2 0.646268351849984 0.562969203932149 "6" 1 1 1.87168020082738 -0.0767823926560434 26.2257820976258
"46" 10 6 1 3.26776004522522 307.917094588623 97.2376281185806 34 19 1 0.454266474899623 0.484081817325544 "6" 0 0 1.36649181832505 2.02410711090818 23.1869755242954
"47" 9 6 3 16.359740586255 286.11815506209 103.180802413329 32 22 2 0.493754261223077 0.475303854616882 "4" 1 0 1.44065217590497 3.20238355582368 31.4593077545437
"48" 12 7 5 19.2865507715521 220.316351734714 106.785233619102 33 28 1 0.733817547849948 0.405001622036147 "4" 0 0 1.10633130625171 3.63337979123292 39.6713584078257
"49" 8 6 4 5.61118637813875 254.844343766942 102.764441994483 37 22 1 0.582501537912729 0.533942131701815 "3" 0 0 2.41632414148617 1.1758249844416 23.9320051734111
"50" 6 5 4 5.48524232169575 290.909215097908 104.807208513072 38 19 1 0.502521692402546 0.38666948256058 "6" 1 1 2.80070192434204 -1.50870713455374 50.114900491573
"51" 11 7 4 9.40345912027512 459.776907958845 105.578058118667 41 26 2 0.711709143779315 0.720826637621297 "4" 1 0 3.30566692099471 2.32337459202592 37.7784128962686
"52" 2 4 1 2 257.636104292605 94.3735541403042 28 14 2 0.351585409201565 0.451697954211966 "5" 0 1 1.28250594531948 -0.989128372630672 15.6998320610304
"53" 8 6 1 2 104.478357742524 94.6263070586431 24 14 2 0.326555614488215 0.524673624343601 "6" 0 0 -0.385244478329431 -1.35670133092838 15.484070491257
"54" 7 7 1 2 361.900128882706 100.532984235211 37 18 1 0.382860791471896 0.556398190934268 "6" 1 0 3.00238806520172 1.68182030626066 19.314815076779
"55" 8 7 2 16.6118044207464 192.545669427733 91.6906213939797 31 13 1 0.341745213778579 0.467155545172188 "3" 0 1 1.68193964030977 -1.54475172363158 76.2487158158077
"56" 3 3 2 4.51825139279771 79.1648840177284 87.4190773590416 20 14 1 0.369532014734175 0.598767743695497 "5" 0 1 0.189224322089388 -0.496078217183014 18.0861659447847
"57" 3 3 1 16.2866800642821 28.3730616066223 91.895776699867 20 17 1 0.401918999761409 0.621723553588491 "1" 1 1 -1.1532297004738 -0.185171305699953 18.8709556176194
"58" 9 7 5 9.80086925125576 439.397296976656 103.803219758138 38 25 1 0.640810184068335 0.624321252995054 "2" 0 0 5.84326475251499 3.42563978218907 47.6745382292023
"59" 5 5 2 4.8210120994982 82.5693497247226 93.6347344954206 27 17 3 0.422316293152306 0.613224722894382 "2" 1 1 -0.883895876223914 -0.126695806733413 28.5306610023867
"60" 3 7 4 6.17969649851656 155.951971844255 93.9285977433883 31 17 1 0.480989358763445 0.618052342674638 "1" 1 0 0.970664415252759 1.90769402287739 21.3485502604506
"61" 7 5 3 4.61343843818816 282.091275994369 105.469512282179 25 25 1 0.657828311541364 0.289714575659644 "3" 0 0 3.28725410109536 2.02093155907473 34.5070723298285
"62" 9 7 4 7.79737537346407 417.26668746574 108.173253034136 39 24 1 0.655798827786249 0.46362313071576 "1" 1 1 3.98980224865856 0.445119427515354 33.3942309092979
"63" 2 5 1 2 86.5542428488638 86.3078519482949 24 15 1 0.39807548137429 0.534094245145058 "4" 1 0 0.871567457708456 -1.3082885800959 15.525842505598
"64" 2 5 1 7.89157765091878 85.9572705428632 95.5862054405267 24 22 1 0.554888755887602 0.508825280913657 "1" 0 0 1.41013953967348 2.75184155733947 25.4726220705647
"65" 3 5 2 4.63670099665313 195.896493212219 89.3761106490737 24 16 2 0.496684624516226 0.475565334637142 "3" 0 0 1.76710095110771 1.38488410413642 23.6560134187968
"66" 9 5 1 2 96.5033872560558 94.3321066743239 22 16 1 0.409115970567773 0.400870695000609 "1" 1 0 -0.61395891320969 -1.13391296842565 19.7685219139908
"67" 4 5 4 11.3041093966477 312.079825803603 96.227312519057 32 22 2 0.535480810350235 0.547200322395727 "4" 1 1 1.28583191936384 3.72517377283669 49.1421456071695
"68" 8 5 4 12.2304877799925 252.823077006915 106.220019845505 27 28 2 0.775633108149385 0.630539195823186 "6" 1 0 2.1043270240988 2.60536294760269 32.3300948775417
"69" 7 7 4 18.9839995851366 273.240977704259 103.261457789061 29 24 2 0.601795169654624 0.4479640284477 "6" 1 0 0.51934479047313 1.66524571307366 18.0204400544588
"70" 5 6 1 2 225.361697994333 96.6049099257053 37 17 3 0.471509395048099 0.304106147917844 "5" 0 0 1.00695610582405 -0.858488413478852 23.2221045069645
"71" 5 4 2 5.39686961072291 285.120810365142 101.542695416165 34 19 2 0.570192879261864 0.564178445715813 "3" 0 0 1.41146420493342 0.592360880740147 24.6961669032193
"72" 5 5 3 7.60309562474851 258.506831942234 103.668761278591 30 24 2 0.646287797463827 0.557370487470011 "2" 0 0 1.00616638955456 2.40150951551019 26.2155301407757
"73" 5 7 5 12.8341863156032 310.580182419064 101.675646150439 33 23 1 0.597850216355366 0.408280335578983 "2" 0 0 2.76195076071935 1.95130331217269 27.7669145778826
"74" 6 6 2 14.1109629923038 301.67441705585 98.7636756991245 30 19 1 0.394097218856405 0.774512056533578 "2" 0 1 1.03707399707138 1.63384889366788 28.1279536882475
"75" 6 6 2 3.9093680637183 226.978828781336 96.1003885042568 23 15 1 0.304126191988269 0.414894277656784 "4" 0 0 0.265271026345464 -0.770482316615628 28.4064375875554
"76" 6 2 1 2 206.714728936736 94.0695749031047 31 15 1 0.337730089494787 0.685999390159651 "4" 1 1 1.17825505817562 0.759262021074289 12.4270390027808
"77" 7 7 2 2.83292166985505 340.690392239648 102.116652064783 35 19 1 0.557091184638765 0.654998842057651 "1" 0 1 1.26312994211764 1.8164119236591 25.484449367813
"78" 7 6 1 6.49410983089167 46.0841477439126 91.1087333906993 19 18 1 0.497286909431676 0.532602042746564 "5" 0 0 0.58156925786622 -0.29859404574561 36.7158621003675
"79" 1 4 1 8.99408161538789 94.1438671861077 96.3417472852835 15 21 1 0.51992011706958 0.594768345134873 "2" 0 1 -0.955657737331555 -0.697966865585265 28.9578413379228
"80" 8 6 3 5.01355935314887 173.320798357018 97.7606198308151 24 20 1 0.489195803603044 0.358899234462142 "5" 0 0 1.9690211445888 1.313395417534 19.1401001525665
"81" 5 5 3 14.9808068725235 242.756920653754 101.334827365413 33 20 1 0.437392010916796 0.585231878970197 "6" 1 1 2.39827631851633 -0.23785075687718 41.3898373670631
"82" 2 4 1 3.77724187251844 160.187043059246 96.2918032892499 22 15 1 0.245945055112944 0.515195716241816 "3" 1 0 0.349345045176657 1.18764235838128 15.4435170874176
"83" 11 7 3 2.19328704451838 301.820151216584 99.7310326414171 34 20 1 0.447625741269857 0.746583997016792 "4" 0 0 0.889033817300616 -0.592706344474252 15.724633013784
"84" 7 7 3 2.77740830725898 225.392730051131 105.522674302947 31 23 2 0.593837890526597 0.502909704245523 "2" 0 0 -1.05386628090309 2.30710292344575 27.7663796150128
"85" 6 7 5 21.6580850588828 286.07577654992 108.980364114502 38 25 1 0.613960018472465 0.43843337184753 "2" 0 0 1.71409951902991 1.44481327626251 27.4729625447234
"86" 7 5 1 10.306564379077 253.116500077579 104.077581531222 30 23 2 0.569537174888606 0.510501371472383 "4" 1 1 1.6092990336547 1.33435609714206 66.1434873731326
"87" 7 7 2 18.6459925704289 232.374536071057 95.9853272215614 31 20 2 0.454804368869875 0.361821139898121 "2" 0 1 1.32227472405867 0.942714232779656 28.8206951492796
"88" 9 7 6 16.8734605285907 487.068187253715 109.677976453945 43 29 3 0.712470503293465 0.529300889761017 "5" 0 0 3.93980214219657 5.30305561864284 55.7969122658658
"89" 1 4 1 13.3431331991921 41.8276846645837 93.8338098414158 19 16 2 0.47044138048579 0.469996716639072 "3" 1 0 -2.25691831089868 1.11039845534157 18.3739098964189
"90" 8 6 2 16.0820876108698 239.983147883143 96.8902524115312 27 18 1 0.411681653645737 0.595788011481546 "1" 1 0 0.783677636808472 0.427691265992328 27.4049318222038
"91" 4 5 1 2.55513977062202 152.293871964714 97.0827138293699 28 18 3 0.417785669815015 0.407132577950684 "3" 1 0 2.00420095231343 0.133168277442198 16.5124327686163
"92" 4 5 4 13.6235254561338 282.956189858611 102.656041963268 31 23 2 0.704420100342361 0.682165196565844 "5" 0 1 1.91352918396628 1.28473600830575 31.5988584644504
"93" 4 6 1 2 222.632198504396 100.311044079966 36 16 1 0.368580034197787 0.567635762896105 "5" 0 0 1.38578780093157 0.411165756195174 12.1756859685205
"94" 4 5 1 8.30030157716511 155.666024207512 95.8922163199508 31 14 1 0.346178035621177 0.317921526047247 "3" 1 1 2.68889748353522 -2.15820061886323 72.5410916090078
"95" 8 7 2 7.14188348756824 206.01430054268 99.673803305581 19 22 2 0.522577130706075 0.445735665023554 "5" 0 0 2.20059372612652 0.00820362929538865 31.6655659708855
"96" 5 7 2 11.7597722664507 134.671377857325 95.0840841979765 25 20 1 0.549345580312084 0.623644294126744 "2" 1 1 0.204474191077704 0.577634962973204 39.5738642588482
"97" 4 4 1 4.07063596789097 264.012912549778 95.9666835995399 22 14 1 0.363496466975978 0.551104546513272 "3" 0 1 0.851315044702303 0.919696385458067 18.9295471299166
"98" 2 5 2 2.21771905230812 101.767715368832 97.9559068696276 28 22 3 0.602324592365773 0.671253768404735 "6" 1 0 0.461247792239679 1.69886024912618 16.7726515632653
"99" 10 7 2 7.33777896758198 349.589341438702 93.6000025583759 30 19 1 0.554793391877128 0.456432723600669 "3" 1 0 2.31015561233799 -0.307415078533392 59.9621359771804
"100" 1 3 1 2 175.889930232233 95.6407394301525 27 17 2 0.401363065241973 0.438017156474809 "6" 1 0 1.00164111657019 -0.633191435519756 11.4170493323974
"101" 4 5 2 7.26726059360811 126.711422340257 95.9442443445705 34 14 1 0.362884760576578 0.489136750449499 "4" 1 0 -1.57731574195049 -0.217659869373321 26.7968881322048
"102" 3 6 1 11.9513994413057 183.396689828573 89.5876151741831 26 14 2 0.451917223000487 0.519877332221285 "1" 1 1 -1.66988799243005 -1.86452249639687 45.4524218064075
"103" 9 7 1 2 228.265854424732 91.1972151078122 29 12 1 0.319017694570183 0.480502635320254 "1" 1 0 1.4469727367826 -1.22360492169442 18.8039661941011
"104" 10 7 2 16.4333081369684 229.782524229122 98.1940861594972 27 20 2 0.506461261553528 0.541776983807533 "1" 1 1 2.10796976234459 0.74595703540724 37.5527833201463
"105" 10 6 4 7.27515203017179 262.814327100779 105.742159462237 25 26 3 0.599254740743658 0.590785295869585 "3" 0 1 1.25774117268721 3.05018021410777 48.9183562433396
"106" 5 5 1 4.16777087567546 175.673873977133 89.2556555707782 17 19 2 0.562926592658475 0.578031389722569 "4" 1 1 0.529253052286244 2.18423806142715 25.2506937243447
"107" 7 7 4 13.9109084089084 293.753116880706 101.807846573298 32 21 2 0.484139916851997 0.643431723734776 "6" 0 1 1.3190754646451 -0.24415933086071 26.4505232992705
"108" 5 6 2 17.0719628719806 175.567583951006 97.9243707926221 27 15 2 0.40375354107369 0.445025724448565 "4" 1 0 0.477279569331011 1.24452928064427 17.1220461266871
"109" 4 5 1 2 274.001582656724 99.0521434873651 31 21 1 0.550596948846019 0.514392731453393 "5" 1 0 2.34173141584805 0.706098589890874 12.8213736241399
"110" 8 5 1 2 217.183039876072 92.367786229153 33 18 1 0.510350079659287 0.414000485999127 "3" 1 0 0.386973286177236 -0.588146775154081 17.7877258548758
"111" 8 6 3 4.71950221472575 350.468131421102 106.845896445936 38 24 3 0.683488629958867 0.778351279791638 "1" 1 1 1.92239138203424 3.04869778022707 48.3946726726385
"112" 9 6 1 9.74591605647321 266.548068393684 95.0800169472126 27 14 2 0.278875016385017 0.728115028325086 "1" 1 0 3.07310503744905 0.192005836906416 49.9105965751654
"113" 3 5 4 5.28080333298338 172.847073927718 101.301424307027 17 23 1 0.574439518823532 0.632435215950133 "3" 1 1 1.68613773893024 2.04534073771789 25.0298953922113
"114" 10 6 2 2.09082260478029 195.088276847416 92.5290716725859 19 16 2 0.332794099948144 0.630661660776074 "5" 0 0 0.950831815707914 -1.21325118203045 25.0424972446979
"115" 4 5 4 16.9855483997923 140.374751696372 91.488588225145 28 18 3 0.477462634043494 0.665466825193606 "4" 1 0 0.270270623246431 -0.129852442959148 19.4722114183256
"116" 5 7 3 11.1753741502101 380.359306952343 101.052200206615 33 19 1 0.429692897438569 0.631356990285146 "6" 1 0 3.27328132376458 1.60747628540754 29.6977528064082
"117" 7 6 2 6.78342189520309 160.30495258671 94.6931673131649 26 20 1 0.492201800033827 0.438638111720668 "1" 0 0 1.02154452662227 -0.230377422136773 34.2687041524653
"118" 4 5 1 2.39432848070607 253.08285337155 102.952234481827 35 16 2 0.50832400001093 0.586528651372054 "6" 1 1 1.66063239887338 -1.09022530829137 15.0222523393351
"119" 7 7 2 3.16644646054307 201.541386426324 97.4086243507437 32 21 3 0.619740969262243 0.392407815361907 "6" 0 0 1.33058358289594 1.85522480461223 20.3648892387472
"120" 6 5 1 6.57657761274797 263.45329450392 99.5646984494689 34 23 1 0.563716714893824 0.661285223793499 "4" 1 0 1.25505129136676 2.6859217597457 26.2168029381865
"121" 7 7 3 5.41356200217307 431.576680523809 107.590042843346 46 27 2 0.62037838769293 0.671689861022104 "1" 0 0 2.82337838931247 2.4193218555046 29.6185025524804
"122" 6 7 2 4.16211515378673 233.766361029065 101.533673931892 36 22 1 0.560958787666215 0.259085275169401 "6" 1 0 4.18930499145459 1.96135262144735 24.2766305177479
"123" 6 6 3 15.3540398443833 296.457928734782 109.133790374326 43 28 1 0.670946292840517 0.641345558746254 "1" 0 1 1.03830548900312 3.88930568094524 47.0726461343015
"124" 6 6 2 11.4606733718483 100.421614852253 94.8693636269589 24 15 3 0.319107102788752 0.576754913040132 "3" 1 0 0.869264886515311 -0.913283021268668 57.2171420908058
"125" 5 2 1 2 91.6076120684773 90.0974064511282 14 9 1 0.235135963893067 0.705266309924284 "5" 0 1 -0.641052024418205 -4.0555772547068 23.3878670745434
"126" 12 7 4 8.02185677768184 347.558984676898 106.740150338198 32 25 2 0.627072621046888 0.563935360784074 "2" 0 1 2.0377535102004 2.218480143305 35.8565101211492
"127" 12 7 6 11.8241172342368 396.398951849241 110.286101615271 36 31 1 0.880350203321002 0.551802770832141 "6" 0 0 3.77481217449351 3.47509060872164 62.0053395009558
"128" 4 6 2 11.5413903887456 225.510143303993 95.502463491689 22 20 1 0.417867788582044 0.778768077958513 "1" 1 0 0.978471738035042 0.910952598821873 26.062598498855
"129" 11 7 3 9.22805255819549 542.08839207312 112.604785065779 38 24 3 0.586067565662451 0.431251908973881 "3" 1 1 3.84204689399697 2.36041035015557 61.8240221556651
"130" 11 7 3 13.1027991714239 236.511847405322 99.1982552445697 33 17 1 0.446931944715279 0.54125215792696 "2" 0 0 0.638579836676192 -0.108702391309284 32.3996393950121
"131" 13 7 3 3.73278447867559 378.101397288238 101.77023670132 33 27 2 0.569107280589788 0.332805673776859 "4" 1 0 3.19723152891938 2.11413018938218 24.2935683187613
"132" 4 5 2 9.74916875099869 320.511757638691 99.6063499634019 20 17 1 0.46043367481159 0.688224614798884 "1" 0 0 3.5939728795547 -0.0192102011204996 29.8811770705314
"133" 2 3 1 7.34266448716305 20.7825375166027 86.9104769251587 12 14 2 0.373441251718938 0.506184066074758 "6" 1 1 -0.212746622588799 -1.98311847404398 38.4508210210767
"134" 7 5 2 5.4461642829533 259.515563175798 105.337977117689 35 24 1 0.619693956274 0.597570670185173 "1" 1 0 2.35826685235663 3.48619408115728 40.3617195538525
"135" 3 5 1 4.41905761371029 274.921821908791 97.697589828532 22 16 2 0.408095740938067 0.615118402762961 "3" 0 0 2.65339704208398 0.707512470964244 18.0329321022858
"136" 6 6 4 9.81935658104687 143.175380408923 100.741617180393 30 24 2 0.607926219389299 0.811087156014632 "2" 1 0 -1.56335019670302 1.61478038902035 28.8286231450674
"137" 7 7 2 11.8101312495933 323.173333185247 102.287403145693 37 19 2 0.558802974580437 0.654149881047442 "2" 0 0 1.32393550748231 0.54210861954553 41.0033848123885
"138" 2 5 1 12.5027254317613 78.936262696608 95.5944802848807 30 16 1 0.497488936400369 0.636676353846153 "6" 1 0 0.648791179601641 -1.19764556320417 32.9017484210634
"139" 3 4 4 15.0517874677705 174.380637856407 101.102614071142 35 23 1 0.780950450843822 0.602341428437552 "5" 0 0 2.96002577982597 1.6971960641035 22.5528260853922
"140" 6 6 4 3.07152603018446 250.948644216262 100.961036377131 28 21 1 0.587633876948753 0.887272970129379 "1" 0 0 1.81578709638922 1.18620236565835 28.2748908231414
"141" 7 5 2 4.65280576846343 273.882094712578 103.133496154589 35 20 1 0.487860298580213 0.744122407912899 "2" 0 0 2.02452683765825 0.98386758201051 24.0930357243196
"142" 11 7 5 13.2578561706552 452.824358507711 110.231006241003 37 24 2 0.540034336620507 0.844355340814339 "3" 1 1 2.67632272738273 2.1630870791724 41.8974654139251
"143" 11 7 1 2 223.546996367253 100.39724323888 32 19 1 0.423040838278436 0.780555061664235 "3" 0 0 0.80422650491235 -0.0156993831179238 27.914431340879
"144" 4 6 5 11.4103576285326 285.544027927902 100.020190549655 28 21 1 0.542249492263391 0.519695278641152 "6" 0 1 0.43755894444622 1.44752763909367 22.9814369819169
"145" 2 2 1 2 38.986512444587 90.6072389832709 22 19 1 0.520504439655658 0.792362469204611 "4" 1 0 -1.07844910306884 0.00990363547731815 18.0621569605562
"146" 3 5 2 8.53818576802903 197.958404738761 99.1091386581032 37 19 2 0.444266423761387 0.632810199115605 "3" 1 0 2.00413325826025 -0.011141161813986 35.3490831332841
"147" 2 6 5 20.1933956646706 165.049854941848 105.182218676243 27 22 2 0.633355577634241 0.635104214716963 "4" 1 0 -0.40386859749676 0.0733809553102888 15.7527872090693
"148" 11 7 3 6.95915856336063 394.106427530286 103.217340217723 35 26 2 0.649375972208315 0.319153365406672 "2" 0 0 4.03190129238344 2.93945607676389 40.6112551285599
"149" 6 6 2 4.94632021628005 297.666573051812 101.75957680147 20 23 2 0.555550551511781 0.472055292687323 "1" 0 0 1.57378666227043 1.08726597436581 26.2252874049416
"150" 3 7 1 2.62716167292656 134.673470731288 92.6827341149384 21 11 3 0.343072309777831 0.67121215381181 "1" 1 1 1.50240583314416 -0.706240331338264 18.9274100406065
"151" 2 3 2 12.9722794838284 28.1168623680583 92.0992732449093 20 17 2 0.532554255319859 0.400695780350377 "2" 0 0 -0.685804496183348 0.41970782987557 24.4035518398718
"152" 8 5 1 4.81173001769361 206.663350742523 97.3334422788773 29 19 2 0.486937657958884 0.383492176700075 "6" 0 0 3.10792648706838 0.968342996679555 26.1201247502422
"153" 8 4 3 3.7181044645513 156.053797096962 98.5362521690857 30 22 2 0.53545768111605 0.651602943403887 "4" 1 1 0.605364019665704 1.76461427161497 26.9237904912891
"154" 5 7 2 2.91651336909963 223.445640664494 95.8637647633817 39 19 2 0.58289672250762 0.644906969484419 "1" 1 0 1.7092965020204 1.25836304364216 18.1066933036994
"155" 1 4 1 6.5763682700433 230.640541837048 93.3570979270274 28 14 3 0.310103901786009 0.442646353656111 "5" 0 1 1.25852003218456 1.35661361372762 16.3043983927918
"156" 6 7 2 6.5748535682876 324.776688881676 102.193405709772 24 18 2 0.483892525861507 0.420302741522139 "3" 0 0 3.62914640929388 1.10102254723074 30.6859317267095
"157" 2 6 3 14.7247182427259 98.7806477497462 94.7309108395692 25 14 2 0.381795029333317 0.447317595511717 "6" 0 0 1.85494604585477 -2.70193147362064 73.0618488721767
"158" 6 7 1 5.08998961136069 201.086146599662 92.3712767283928 30 15 2 0.438977749417218 0.402538573386936 "5" 1 0 1.94058204780372 0.519132101493564 27.1806737333398
"159" 4 4 2 3.12794589333283 153.165213875212 105.291172896449 26 21 1 0.471386918755558 0.360236761124496 "3" 1 1 2.24585186486175 2.449818153223 41.2145914458757
"160" 3 5 4 11.4107592141622 132.815584601011 101.623467988439 31 20 2 0.48888318094682 0.457270922882255 "1" 0 1 -0.107999312240152 0.395785027350449 29.8079261543199
